# XDI/1.0 Hephaestus/0.9.26
# Element.edge:                  K
# Element.symbol:                Cu
# Column.1:                      energy eV
# Column.2:                      xmu
# Column.3:                      bkg
# Column.4:                      pre_edge
# Column.5:                      post_edge
# Column.6:                      der
# Column.7:                      sec
# Column.8:                      i0
# Column.9:                      chi(e)
# Athena.e0:                     8977.97
# Athena.eshift:                 0
# Athena.rbkg:                   1
# Athena.importance:             1
# Athena.standard:               None
# Athena.bkg_kweight:            2
# Athena.edge_step:              1.5112261
# Athena.fixed_step:             no
# Athena.pre_edge_range:         -150.000 -30.000
# Athena.pre_edge_line:          4.168335 - 0.000381749 * E
# Athena.normalization_range:    100.000 1000.000
# Athena.post_edge_polynomial:   31.859671 - 0.00560643 * E + 2.57144883e-007 * E^2 + 0 * E^3
# Athena.spline_range_energy:    0.000 1234.435
# Athena.clamps:                 0 24
# Athena.spline_range_k:         0.000 18.000
# Athena.kweight:                1
# Athena.window:                 hanning
# Athena.phase_correction:       no
# Athena.k_range:                3.000 17.000
# Athena.dk:                     1
# Athena.r_range:                1 3
# Athena.dr:                     0.0
# Athena.window:                 hanning
# Athena.plot_multiplier:        1
# Athena.y_offset:               0
# ///
#------------------------
#   e         xmu        bkg        pre_edge        post_edge        der        sec        i0        chie
  9601.4680        1.7157479        1.7308241       0.50298142        1.7354599      -0.17612201E-03   0.18342233E-04    219525.00      -0.99761608E-02
  9606.3480        1.7153912        1.7281834       0.50111848        1.7322037      -0.20481771E-03  -0.15961025E-04    219002.00      -0.84647875E-02
  9611.2820        1.7137378        1.7255280       0.49923493        1.7289241      -0.33276351E-03  -0.73496631E-05    222081.00      -0.78017642E-02
  9616.1730        1.7121218        1.7229085       0.49736779        1.7256853      -0.27702815E-03   0.21017581E-04    221872.00      -0.71377165E-02
  9621.1180        1.7110130        1.7202710       0.49548004        1.7224233      -0.12603458E-03   0.14396229E-04    221687.00      -0.61261516E-02
  9626.0680        1.7108747        1.7176399       0.49359038        1.7191706      -0.13457747E-03  -0.32851567E-04    221518.00      -0.44766607E-02
  9631.0230        1.7096800        1.7150135       0.49169882        1.7159272      -0.45142936E-03  -0.59838763E-04    221353.00      -0.35292676E-02
  9636.0350        1.7063753        1.7123623       0.48978549        1.7126594      -0.73099042E-03  -0.38492274E-04    221113.00      -0.39617196E-02
  9641.0510        1.7023496        1.7097126       0.48787064        1.7094019      -0.83742987E-03  -0.12172345E-04    220916.00      -0.48722075E-02
  9646.0720        1.6979700        1.7070618       0.48595387        1.7061541      -0.85316424E-03   0.10067120E-03    220699.00      -0.60162075E-02
  9651.1000        1.6937762        1.7044070       0.48403444        1.7029148       0.17421501E-03   0.29700567E-03    220488.00      -0.70345897E-02
  9656.2320        1.6997400        1.7016948       0.48207530        1.6996218       0.21644134E-02   0.15048430E-03    220291.00      -0.12935253E-02
  9661.2710        1.7157904        1.6990274       0.48015166        1.6964018       0.17047908E-02  -0.25917373E-03    220096.00       0.11092334E-01
  9666.3640        1.7170130        1.6963249       0.47820742        1.6931605      -0.46153486E-03  -0.32880211E-03    219853.00       0.13689614E-01
  9671.4630        1.7110864        1.6936106       0.47626088        1.6899287      -0.16463603E-02  -0.77337175E-04    219600.00       0.11564038E-01
  9676.6180        1.7001312        1.6908559       0.47429296        1.6866750      -0.12545502E-02   0.11060163E-03    219337.00       0.61375903E-02
  9681.7780        1.6981458        1.6880874       0.47232313        1.6834319      -0.50550450E-03   0.52652623E-04    219197.00       0.66557381E-02
  9686.9450        1.6949108        1.6853040       0.47035063        1.6801981      -0.71080661E-03  -0.45542250E-04    218647.00       0.63569772E-02
  9692.1680        1.6907605        1.6824790       0.46835676        1.6769432      -0.97868848E-03  -0.12200176E-04    217416.00       0.54799874E-02
  9697.3960        1.6846826        1.6796397       0.46636097        1.6736992      -0.83831065E-03   0.52782187E-04    217829.00       0.33369589E-02
  9702.6820        1.6819465        1.6767570       0.46434304        1.6704335      -0.42373656E-03   0.24420352E-04    217551.00       0.34339314E-02
  9707.8710        1.6802439        1.6739157       0.46236215        1.6672417      -0.58250746E-03  -0.54732651E-04    217460.00       0.41874923E-02
  9713.1680        1.6758383        1.6710033       0.46034002        1.6639978      -0.99766314E-03  -0.24852906E-04    217188.00       0.31994173E-02
  9718.4710        1.6696687        1.6680754       0.45831561        1.6607647      -0.84594827E-03   0.41333533E-04    216893.00       0.10542892E-02
  9723.7790        1.6668619        1.6651326       0.45628928        1.6575430      -0.55907302E-03   0.24097711E-04    216391.00       0.11443135E-02
  9729.0940        1.6637297        1.6621737       0.45426028        1.6543316      -0.58995829E-03  -0.42657523E-05    216031.00       0.10296218E-02
  9734.4660        1.6605571        1.6591704       0.45220953        1.6511004      -0.60466111E-03   0.12302085E-04    215473.00       0.91755286E-03
  9739.8440        1.6572296        1.6561512       0.45015648        1.6478806      -0.45771087E-03   0.52928959E-04    213960.00       0.71359593E-03
  9745.2780        1.6556083        1.6530875       0.44808205        1.6446423      -0.32393207E-04   0.31618451E-04    212430.00       0.16680609E-02
  9750.6170        1.6568806        1.6500646       0.44604389        1.6414755      -0.11708530E-03  -0.68095474E-04    211547.00       0.45102182E-02
  9756.0650        1.6543453        1.6469670       0.44396412        1.6382590      -0.76693909E-03  -0.82740790E-04    214442.00       0.48823320E-02
  9761.5190        1.6485194        1.6438527       0.44188206        1.6350544      -0.10191254E-02  -0.37532106E-05    214049.00       0.30880628E-02
  9766.9790        1.6432226        1.6407215       0.43979771        1.6318615      -0.80790163E-03   0.45229945E-04    213544.00       0.16549738E-02
  9772.4440        1.6396931        1.6375741       0.43771145        1.6286811      -0.52498824E-03   0.26564007E-04    213106.00       0.14021901E-02
  9778.0210        1.6374256        1.6343482       0.43558244        1.6254513      -0.51458186E-03  -0.14968238E-04    210582.00       0.20364134E-02
  9783.4990        1.6340044        1.6311657       0.43349121        1.6222944      -0.69046211E-03  -0.81085074E-05    212056.00       0.18783679E-02
  9789.0360        1.6298202        1.6279351       0.43137747        1.6191192      -0.60389707E-03   0.18870164E-04    211737.00       0.12473771E-02
  9794.6310        1.6272818        1.6246564       0.42924158        1.6159268      -0.48039944E-03   0.92029772E-05    211358.00       0.17372780E-02
  9800.1810        1.6244661        1.6213898       0.42712287        1.6127759      -0.50132989E-03  -0.87001694E-05    210581.00       0.20356926E-02
  9805.7880        1.6216885        1.6180751       0.42498240        1.6096088      -0.57746723E-03  -0.27443300E-04    210417.00       0.23910164E-02
  9811.4030        1.6179858        1.6147411       0.42283888        1.6064534      -0.80929860E-03  -0.39861974E-04    209952.00       0.21470927E-02
  9817.0240        1.6125952        1.6113887       0.42069307        1.6033108      -0.10253564E-02  -0.20922225E-04    207785.00       0.79833194E-03
  9822.6520        1.6064516        1.6080174       0.41854458        1.6001806      -0.10446527E-02   0.87409608E-05    209643.00      -0.10361057E-02
  9828.3390        1.6007749        1.6045955       0.41637357        1.5970341      -0.92645240E-03   0.22201214E-04    209066.00      -0.25281230E-02
  9834.0840        1.5958604        1.6011232       0.41418043        1.5938724      -0.79084844E-03   0.25485858E-04    206216.00      -0.34824975E-02
  9839.8370        1.5916818        1.5976304       0.41198422        1.5907233      -0.63341600E-03   0.17110680E-04    208097.00      -0.39362754E-02
  9845.4910        1.5886350        1.5941822       0.40982581        1.5876451      -0.59566691E-03   0.10207081E-05    207699.00      -0.36706903E-02
  9851.2580        1.5848787        1.5906494       0.40762426        1.5845222      -0.62175849E-03   0.19853933E-05    207052.00      -0.38185918E-02
  9857.0300        1.5814605        1.5870975       0.40542081        1.5814137      -0.57275746E-03   0.39600816E-05    204882.00      -0.37300581E-02
  9862.8110        1.5782616        1.5835239       0.40321391        1.5783176      -0.57600767E-03   0.44140112E-05    205890.00      -0.34821323E-02
  9868.5980        1.5747973        1.5799303       0.40100473        1.5752354      -0.52169618E-03   0.77412178E-05    206709.00      -0.33966035E-02
  9874.4440        1.5721927        1.5762835       0.39877302        1.5721394      -0.48595408E-03  -0.38971445E-05    206364.00      -0.27069499E-02
  9880.2970        1.5691121        1.5726156       0.39653865        1.5690572      -0.56728887E-03  -0.92204354E-05    206027.00      -0.23183067E-02
  9886.1580        1.5655475        1.5689257       0.39430121        1.5659885      -0.59396226E-03  -0.44489491E-05    205782.00      -0.22354489E-02
  9892.0250        1.5621461        1.5652151       0.39206149        1.5629343      -0.61946615E-03  -0.40423129E-05    205522.00      -0.20308214E-02
  9897.9530        1.5582409        1.5614486       0.38979848        1.5598663      -0.64164134E-03   0.14528813E-05    205196.00      -0.21225958E-02
  9903.8890        1.5545337        1.5576594       0.38753242        1.5568124      -0.60222916E-03   0.68012693E-05    204839.00      -0.20683553E-02
  9909.8310        1.5510876        1.5538488       0.38526406        1.5537734      -0.56085587E-03   0.76172543E-05    204639.00      -0.18271013E-02
  9915.7800        1.5478645        1.5500158       0.38299304        1.5507491      -0.51165239E-03   0.44439487E-05    204319.00      -0.14235388E-02
  9921.7370        1.5449959        1.5461598       0.38071895        1.5477390      -0.50794621E-03  -0.56103506E-05    204090.00      -0.77021446E-03
  9927.7550        1.5417819        1.5422464       0.37842159        1.5447165      -0.57883634E-03  -0.11463916E-04    203851.00      -0.30739286E-03
  9933.7790        1.5380255        1.5383133       0.37612193        1.5417098      -0.64599469E-03  -0.62649752E-05    203650.00      -0.19040043E-03
  9939.8130        1.5339925        1.5343606       0.37381845        1.5387167      -0.65437941E-03  -0.26776968E-05    203447.00      -0.24356943E-03
  9945.8530        1.5301245        1.5303938       0.37151269        1.5357394      -0.67832520E-03   0.24097940E-05    203105.00      -0.17819647E-03
  9951.9530        1.5257576        1.5263804       0.36918402        1.5327516      -0.62512451E-03   0.12807086E-04    202850.00      -0.41211526E-03
  9958.0630        1.5224918        1.5223561       0.36685153        1.5297780      -0.52195069E-03   0.59054340E-05    201854.00       0.89799330E-04
  9964.1790        1.5193762        1.5183264       0.36451675        1.5268208      -0.55292468E-03  -0.92044926E-05    202076.00       0.69466493E-03
  9970.3020        1.5157245        1.5142939       0.36217930        1.5238794      -0.63460447E-03  -0.89942157E-05    201303.00       0.94664745E-03
  9976.4340        1.5115992        1.5102602       0.35983841        1.5209531      -0.66314879E-03  -0.72527620E-05    200973.00       0.88597756E-03
  9982.6270        1.5075512        1.5061944       0.35747424        1.5180172      -0.72399476E-03  -0.54540737E-05    201281.00       0.89782454E-03
  9988.8270        1.5026267        1.5021351       0.35510740        1.5150978      -0.73074112E-03   0.61318244E-05    200791.00       0.32529143E-03
  9995.0370        1.4984827        1.4980836       0.35273673        1.5121936      -0.64789882E-03   0.67848845E-05    199898.00       0.26409170E-03
  10001.250        1.4945778        1.4940477       0.35036492        1.5093077      -0.64645250E-03  -0.20832537E-05    199480.00       0.35079422E-03
  10007.480        1.4904389        1.4900216       0.34798663        1.5064339      -0.67382075E-03   0.13290269E-05    199171.00       0.27614175E-03
  10013.760        1.4861483        1.4859875       0.34558924        1.5035572      -0.62982638E-03   0.79313839E-05    198831.00       0.10642798E-03
  10020.110        1.4824842        1.4819367       0.34316513        1.5006691      -0.57364737E-03   0.41714368E-05    198346.00       0.36231539E-03
  10026.360        1.4789204        1.4779806       0.34077920        1.4978468      -0.57726627E-03  -0.12329103E-05    198009.00       0.62188974E-03
  10032.670        1.4752337        1.4740210       0.33837036        1.4950177      -0.58913272E-03   0.56317828E-06    197805.00       0.80248891E-03
  10038.990        1.4714796        1.4700932       0.33595771        1.4922046      -0.57015333E-03   0.47576683E-05    197360.00       0.91743289E-03
  10045.380        1.4679871        1.4661640       0.33351833        1.4893813      -0.52866276E-03   0.31418179E-05    196928.00       0.12063424E-02
  10051.770        1.4647233        1.4622807       0.33107895        1.4865790      -0.53000090E-03   0.27832067E-05    196693.00       0.16163395E-02
  10058.160        1.4612137        1.4584466       0.32863957        1.4837977      -0.49309337E-03   0.52429524E-05    196241.00       0.18310121E-02
  10064.570        1.4584117        1.4546535       0.32619256        1.4810287      -0.46289111E-03  -0.26063594E-05    195765.00       0.24868763E-02
  10070.990        1.4552748        1.4509112       0.32374173        1.4782767      -0.52653297E-03  -0.74045225E-05    195049.00       0.28874574E-02
  10077.460        1.4516247        1.4472007       0.32127181        1.4755246      -0.55833540E-03  -0.58013845E-05    194475.00       0.29274688E-02
  10083.950        1.4480388        1.4435437       0.31879426        1.4727857      -0.60171891E-03  -0.41464828E-05    193898.00       0.29744124E-02
  10090.450        1.4438084        1.4399501       0.31631289        1.4700642      -0.61219822E-03   0.29431455E-05    193232.00       0.25530601E-02
  10097.010        1.4400434        1.4363970       0.31380861        1.4673397      -0.56328143E-03   0.25276785E-05    191362.00       0.24128748E-02
  10103.460        1.4364801        1.4329793       0.31134633        1.4646824      -0.57931312E-03  -0.59986380E-06    191308.00       0.23165387E-02
  10110.040        1.4324950        1.4295738       0.30883442        1.4619936      -0.57109766E-03  -0.78372356E-06    192604.00       0.19330078E-02
  10116.630        1.4289588        1.4262490       0.30631869        1.4593231      -0.58963476E-03  -0.39189028E-05    192137.00       0.17930929E-02
  10123.220        1.4247236        1.4230139       0.30380296        1.4566749      -0.62274879E-03   0.27729983E-05    191670.00       0.11313235E-02
  10129.820        1.4207447        1.4198677       0.30128342        1.4540450      -0.55305891E-03   0.58732470E-05    191385.00       0.58031628E-03
  10136.430        1.4174177        1.4168146       0.29876006        1.4514337      -0.54516320E-03  -0.10171556E-05    190902.00       0.39909722E-03
  10143.050        1.4135322        1.4138588       0.29623288        1.4488408      -0.56651588E-03   0.13034844E-05    190285.00      -0.21613351E-03
  10149.740        1.4098774        1.4109794       0.29367897        1.4462435      -0.52781382E-03   0.28134463E-05    189513.00      -0.72922792E-03
  10156.430        1.4064700        1.4082121       0.29112507        1.4436692      -0.52887197E-03  -0.87904155E-06    189501.00      -0.11527627E-02
  10163.190        1.4027640        1.4055338       0.28854444        1.4410913      -0.53963693E-03  -0.85024197E-06    188983.00      -0.18328024E-02
  10169.850        1.3992281        1.4030151       0.28600199        1.4385746      -0.54028222E-03  -0.15693195E-05    188320.00      -0.25058768E-02
  10176.620        1.3955081        1.4005807       0.28341755        1.4360397      -0.56071289E-03  -0.76452810E-06    187758.00      -0.33566525E-02
  10183.350        1.3916585        1.3982908       0.28084838        1.4335431      -0.55060334E-03   0.80163398E-06    187298.00      -0.43886653E-02
  10190.150        1.3880584        1.3961127       0.27825248        1.4310442      -0.54986679E-03   0.16891030E-06    186669.00      -0.53296658E-02
  10196.950        1.3841803        1.3940753       0.27565659        1.4285690      -0.54830616E-03   0.17044979E-05    186174.00      -0.65476722E-02
  10203.770        1.3805905        1.3921773       0.27305306        1.4261105      -0.52665153E-03   0.79011540E-06    185658.00      -0.76671955E-02
  10210.590        1.3769968        1.3904292       0.27044953        1.4236759      -0.53752899E-03   0.13405823E-05    185099.00      -0.88884239E-02
  10217.480        1.3732209        1.3732209       0.26781928        1.4212406      -0.50827214E-03   0.33112717E-05    184433.00        0.0000000
  10224.320        1.3700182        1.3700182       0.26520811        1.4188472      -0.49206523E-03   0.35917043E-06    183493.00        0.0000000
  10231.230        1.3664550        1.3664550       0.26257022        1.4164536      -0.50333355E-03   0.10452610E-05    183307.00        0.0000000
  10238.200        1.3630319        1.3630319       0.25990943        1.4140642      -0.47755701E-03  -0.94225445E-06    183513.00        0.0000000
  10245.070        1.3598457        1.3598457       0.25728681        1.4117335      -0.51637435E-03  -0.53892070E-05    182937.00        0.0000000
  10252.010        1.3559008        1.3559008       0.25463747        1.4094036      -0.55198196E-03   0.20144275E-05    182209.00        0.0000000
  10259.010        1.3521510        1.3521510       0.25196523        1.4070788      -0.48829323E-03   0.37407684E-05    181960.00        0.0000000
  10266.030        1.3490549        1.3490549       0.24928535        1.4047726      -0.49953638E-03  -0.22895289E-05    181648.00        0.0000000
  10273.050        1.3451375        1.3451375       0.24660547        1.4024917      -0.52043822E-03  -0.18406221E-05    180957.00        0.0000000
  10280.080        1.3417428        1.3417428       0.24392177        1.4002330      -0.52539712E-03  -0.20257848E-05    180294.00        0.0000000
  10287.070        1.3377715        1.3377715       0.24125334        1.3980124      -0.54883972E-03   0.21231628E-05    180151.00        0.0000000
  10294.120        1.3340371        1.3340371       0.23856201        1.3957981      -0.49558792E-03   0.29802639E-05    179787.00        0.0000000
  10301.290        1.3307242        1.3307242       0.23582487        1.3935724      -0.50646037E-03  -0.32575323E-05    179374.00        0.0000000
  10308.370        1.3268200        1.3268200       0.23312208        1.3914005      -0.54200775E-03  -0.12898075E-05    178170.00        0.0000000
  10315.450        1.3230494        1.3230494       0.23041930        1.3892545      -0.52472404E-03   0.13931658E-05    178502.00        0.0000000
  10322.660        1.3193217        1.3193217       0.22766689        1.3870955      -0.52209941E-03   0.11333139E-05    178182.00        0.0000000
  10329.760        1.3155781        1.3155781       0.22495647        1.3849956      -0.50850632E-03  -0.14105355E-05    177833.00        0.0000000
  10336.980        1.3120399        1.3120399       0.22220024        1.3828867      -0.54229828E-03  -0.35583935E-05    177450.00        0.0000000
  10344.220        1.3077365        1.3077365       0.21943637        1.3807990      -0.55996069E-03   0.23176013E-05    177202.00        0.0000000
  10351.350        1.3039932        1.3039932       0.21671450        1.3787693      -0.50899435E-03   0.35725823E-05    177052.00        0.0000000
  10358.610        1.3004121        1.3004121       0.21394300        1.3767295      -0.50855123E-03   0.15164824E-06    176643.00        0.0000000
  10365.880        1.2966040        1.2966040       0.21116768        1.3747140      -0.50679090E-03   0.46969460E-06    176447.00        0.0000000
  10373.160        1.2930383        1.2930383       0.20838855        1.3727230      -0.50171718E-03  -0.68973636E-07    176238.00        0.0000000
  10380.450        1.2892940        1.2892940       0.20560559        1.3707566      -0.50779585E-03   0.51139653E-06    175946.00        0.0000000
  10387.750        1.2856295        1.2856295       0.20281883        1.3688149      -0.49425590E-03   0.18040003E-06    175722.00        0.0000000
  10395.060        1.2820729        1.2820729       0.20002824        1.3668979      -0.50516020E-03  -0.22542241E-06    175509.00        0.0000000
  10402.440        1.2782087        1.2782087       0.19721093        1.3649905      -0.49756736E-03   0.13307872E-05    175166.00        0.0000000
  10409.770        1.2747537        1.2747537       0.19441271        1.3631238      -0.48558432E-03  -0.10632750E-06    175052.00        0.0000000
  10417.170        1.2710561        1.2710561       0.19158776        1.3612672      -0.49913356E-03   0.43862511E-06    174962.00        0.0000000
  10424.580        1.2673615        1.2673615       0.18875900        1.3594364      -0.47908829E-03   0.14523767E-05    173262.00        0.0000000
  10432.010        1.2639464        1.2639464       0.18592260        1.3576289      -0.47758029E-03  -0.10382723E-05    174218.00        0.0000000
  10439.500        1.2602360        1.2602360       0.18306330        1.3558356      -0.49457931E-03  -0.65767342E-06    173199.00        0.0000000
  10446.940        1.2565623        1.2565623       0.18022308        1.3540829      -0.48739935E-03   0.72282436E-06    172989.00        0.0000000
  10454.400        1.2529738        1.2529738       0.17737524        1.3523540      -0.48380923E-03   0.59577990E-06    173171.00        0.0000000
  10461.920        1.2493149        1.2493149       0.17450448        1.3506401      -0.47847457E-03   0.57699181E-06    172985.00        0.0000000
  10469.520        1.2457392        1.2457392       0.17160319        1.3489376      -0.47508511E-03   0.39130967E-06    172378.00        0.0000000
  10477.010        1.2421458        1.2421458       0.16874388        1.3472888      -0.47256971E-03  -0.20798512E-05    172480.00        0.0000000
  10484.560        1.2386318        1.2386318       0.16586168        1.3456560      -0.50636607E-03  -0.36342980E-05    172610.00        0.0000000
  10492.130        1.2344896        1.2344896       0.16297183        1.3440483      -0.52752029E-03   0.17740284E-05    172357.00        0.0000000
  10499.710        1.2306398        1.2306398       0.16007818        1.3424680      -0.47948954E-03   0.27383606E-05    172287.00        0.0000000
  10507.360        1.2271869        1.2271869       0.15715779        1.3409031      -0.48581506E-03  -0.15658982E-05    172123.00        0.0000000
  10514.970        1.2232263        1.2232263       0.15425268        1.3393762      -0.50338515E-03  -0.92211666E-06    171864.00        0.0000000
  10522.640        1.2194952        1.2194952       0.15132466        1.3378674      -0.49990500E-03   0.16002379E-05    171400.00        0.0000000
  10530.330        1.2155478        1.2155478       0.14838901        1.3363850      -0.47880549E-03   0.24641138E-05    171008.00        0.0000000
  10538.020        1.2121312        1.2121312       0.14545336        1.3349331      -0.46200693E-03  -0.13050704E-05    169924.00        0.0000000
  10545.730        1.2084329        1.2084329       0.14251007        1.3335079      -0.49890358E-03  -0.19728685E-05    170482.00        0.0000000
  10553.450        1.2044331        1.2044331       0.13956297        1.3321115      -0.49244829E-03   0.18014314E-05    170215.00        0.0000000
  10561.240        1.2007950        1.2007950       0.13658914        1.3307335      -0.47096338E-03   0.11133900E-05    169763.00        0.0000000
  10568.990        1.1971143        1.1971143       0.13363058        1.3293936      -0.47514621E-03  -0.85424009E-06    169136.00        0.0000000
  10576.800        1.1934017        1.1934017       0.13064912        1.3280745      -0.48425535E-03  -0.99488423E-06    168750.00        0.0000000
  10584.570        1.1895696        1.1895696       0.12768293        1.3267933      -0.49064651E-03   0.10948868E-05    168374.00        0.0000000
  10592.410        1.1857427        1.1857427       0.12469002        1.3255320      -0.46716417E-03   0.19581700E-05    167996.00        0.0000000
  10600.260        1.1822398        1.1822398       0.12169328        1.3243008      -0.45992282E-03  -0.41961105E-06    163899.00        0.0000000
  10608.120        1.1785173        1.1785173       0.11869273        1.3230998      -0.47375626E-03  -0.11532335E-05    167066.00        0.0000000
  10616.060        1.1747545        1.1747545       0.11566165        1.3219188      -0.47814391E-03  -0.11985200E-05    166704.00        0.0000000
  10623.940        1.1709531        1.1709531       0.11265346        1.3207788      -0.49271684E-03  -0.17371818E-06    166265.00        0.0000000
  10631.840        1.1669794        1.1669794       0.10963764        1.3196680      -0.48088518E-03   0.17349157E-05    165808.00        0.0000000
  10639.810        1.1633215        1.1633215       0.10659510        1.3185799      -0.46518373E-03   0.17942185E-05    165273.00        0.0000000
  10647.730        1.1595876        1.1595876       0.10357165        1.3175309      -0.45237505E-03   0.72564849E-06    164504.00        0.0000000
  10655.730        1.1561196        1.1561196       0.10051765        1.3165041      -0.45363141E-03  -0.25223886E-05    163550.00        0.0000000
  10663.740        1.1523250        1.1523250       0.97459840E-01    1.3155090      -0.49275849E-03  -0.59291950E-06    163111.00        0.0000000
  10671.760        1.1482207        1.1482207       0.94398210E-01    1.3145457      -0.46313591E-03   0.28468514E-05    162238.00        0.0000000
  10679.790        1.1448917        1.1448917       0.91332764E-01    1.3136143      -0.44706653E-03  -0.13056079E-05    162057.00        0.0000000
  10687.840        1.1410319        1.1410319       0.88259682E-01    1.3127139      -0.48413008E-03   0.15266717E-06    161777.00        0.0000000
  10695.890        1.1370972        1.1370972       0.85186600E-01    1.3118468      -0.44460859E-03   0.21662471E-05    161176.00        0.0000000
  10704.090        1.1338070        1.1338070       0.82056256E-01    1.3109979      -0.44892857E-03  -0.27304646E-05    160283.00        0.0000000
  10712.110        1.1298156        1.1298156       0.78994627E-01    1.3102010      -0.48889672E-03  -0.17673869E-05    159465.00        0.0000000
  10720.260        1.1259015        1.1259015       0.75883370E-01    1.3094251      -0.47750721E-03   0.17435961E-05    158728.00        0.0000000
  10728.500        1.1219892        1.1219892       0.72737756E-01    1.3086753      -0.46031918E-03   0.26926527E-05    157666.00        0.0000000
  10736.620        1.1183707        1.1183707       0.69637952E-01    1.3079707      -0.43345542E-03   0.94116020E-06    157479.00        0.0000000
  10744.750        1.1149456        1.1149456       0.66534330E-01    1.3072991      -0.44502533E-03  -0.21924056E-05    156599.00        0.0000000
  10752.960        1.1110990        1.1110990       0.63400168E-01    1.3066554      -0.46927932E-03  -0.11590744E-05    155773.00        0.0000000
  10761.240        1.1072072        1.1072072       0.60239284E-01    1.3060414      -0.46413847E-03   0.42421644E-06    155059.00        0.0000000
  10769.470        1.1034361        1.1034361       0.57097488E-01    1.3054660      -0.46227551E-03   0.40512992E-06    154400.00        0.0000000
  10777.720        1.0995889        1.0995889       0.53948056E-01    1.3049241      -0.45746192E-03   0.79239163E-06    153675.00        0.0000000
  10786.040        1.0958559        1.0958559       0.50771902E-01    1.3044132      -0.44914558E-03   0.13379464E-05    152890.00        0.0000000
  10794.310        1.0921375        1.0921375       0.47614835E-01    1.3039405      -0.43526539E-03   0.90977534E-06    152099.00        0.0000000
  10802.660        1.0886218        1.0886218       0.44427229E-01    1.3034990      -0.43402511E-03  -0.10693851E-05    150490.00        0.0000000
  10810.960        1.0849110        1.0849110       0.41258710E-01    1.3030956      -0.45307066E-03  -0.15100149E-05    150773.00        0.0000000
  10819.330        1.0810691        1.0810691       0.38063468E-01    1.3027248      -0.45919706E-03   0.94261826E-06    150074.00        0.0000000
  10827.720        1.0772149        1.0772149       0.34860592E-01    1.3023892      -0.43727237E-03   0.22395815E-05    140050.00        0.0000000
  10836.120        1.0737273        1.0737273       0.31653898E-01    1.3020895      -0.42159449E-03  -0.59366408E-06    148350.00        0.0000000
  10844.530        1.0701279        1.0701279       0.28443386E-01    1.3018257      -0.44725187E-03  -0.95829047E-06    147747.00        0.0000000
  10852.960        1.0661956        1.0661956       0.25225240E-01    1.3015979      -0.43773210E-03   0.82030742E-06    146990.00        0.0000000
  10861.470        1.0627127        1.0627127       0.21976553E-01    1.3014049      -0.43335586E-03  -0.68781167E-06    146696.00        0.0000000
  10869.920        1.0588459        1.0588459       0.18750772E-01    1.3012502      -0.44939739E-03   0.31513748E-06    146003.00        0.0000000
  10878.390        1.0551089        1.0551089       0.15517355E-01    1.3011320      -0.42802373E-03   0.19561757E-05    144163.00        0.0000000
  10887.000        1.0515353        1.0515353       0.12230494E-01    1.3010496      -0.41598591E-03  -0.21483982E-06    144805.00        0.0000000
  10895.490        1.0479955        1.0479955       0.89894427E-02    1.3010057      -0.43169749E-03  -0.17946614E-05    144242.00        0.0000000
  10904.000        1.0441964        1.0441964       0.57407563E-02    1.3009989      -0.44649515E-03   0.38846310E-06    143678.00        0.0000000
  10912.590        1.0403604        1.0403604       0.24615299E-02    1.3010298      -0.42505477E-03   0.17329774E-05    142593.00        0.0000000
  10921.190        1.0368897        1.0368897      -0.82151394E-03    1.3010987      -0.41670527E-03  -0.26627684E-06    142271.00        0.0000000
  10929.870        1.0331598        1.0331598      -0.41350977E-02    1.3012069      -0.42965604E-03  -0.20521956E-06    142101.00        0.0000000
  10938.430        1.0294824        1.0294824      -0.74028716E-02    1.3013515      -0.42024326E-03  -0.72491552E-07    141613.00        0.0000000
  10947.070        1.0259316        1.0259316      -0.10701185E-01    1.3015357      -0.43090289E-03  -0.31570206E-06    141178.00        0.0000000
  10955.790        1.0220020        1.0220020      -0.14030039E-01    1.3017605      -0.42572384E-03   0.12595723E-05    140691.00        0.0000000
  10964.390        1.0185581        1.0185581      -0.17313083E-01    1.3020205      -0.40908710E-03   0.15817893E-05    140235.00        0.0000000
  10973.140        1.0149043        1.0149043      -0.20653389E-01    1.3023241      -0.39827980E-03   0.83846030E-07    139936.00        0.0000000
  10981.840        1.0116081        1.0116081      -0.23974608E-01    1.3026650      -0.40762399E-03  -0.12242517E-05    139514.00        0.0000000
  10990.550        1.0078076        1.0078076      -0.27299644E-01    1.3030453      -0.41959402E-03  -0.53564371E-06    138993.00        0.0000000
  10999.340        1.0042652        1.0042652      -0.30655221E-01    1.3034686      -0.41699775E-03   0.52886597E-06    138638.00        0.0000000
  11008.150        1.0004684        1.0004684      -0.34018432E-01    1.3039328      -0.41028598E-03   0.13422304E-05    138235.00        0.0000000
  11016.900       0.99706056       0.99706056      -0.37358738E-01    1.3044333      -0.39342819E-03  -0.98457376E-07    137865.00        0.0000000
  11025.740       0.99354800       0.99354800      -0.40733402E-01    1.3049789      -0.41201785E-03  -0.83936912E-06    137414.00        0.0000000
  11034.580       0.98977609       0.98977609      -0.44108065E-01    1.3055648      -0.40826823E-03   0.14625081E-05    136972.00        0.0000000
  11043.450       0.98631757       0.98631757      -0.47494182E-01    1.3061930      -0.38611683E-03   0.38136347E-06    136542.00        0.0000000
