# XDI/1.0 Hephaestus/0.9.26
# Element.edge:                  K
# Element.symbol:                Cu
# Column.1:                      energy eV
# Column.2:                      xmu
# Column.3:                      bkg
# Column.4:                      pre_edge
# Column.5:                      post_edge
# Column.6:                      der
# Column.7:                      sec
# Column.8:                      i0
# Column.9:                      chi(e)
# Athena.e0:                     8977.97
# Athena.eshift:                 0
# Athena.rbkg:                   1
# Athena.importance:             1
# Athena.standard:               None
# Athena.bkg_kweight:            2
# Athena.edge_step:              1.5112261
# Athena.fixed_step:             no
# Athena.pre_edge_range:         -150.000 -30.000
# Athena.pre_edge_line:          4.168335 - 0.000381749 * E
# Athena.normalization_range:    100.000 1000.000
# Athena.post_edge_polynomial:   31.859671 - 0.00560643 * E + 2.57144883e-007 * E^2 + 0 * E^3
# Athena.spline_range_energy:    0.000 1234.435
# Athena.clamps:                 0 24
# Athena.spline_range_k:         0.000 18.000
# Athena.kweight:                1
# Athena.window:                 hanning
# Athena.phase_correction:       no
# Athena.k_range:                3.000 17.000
# Athena.dk:                     1
# Athena.r_range:                1 3
# Athena.dr:                     0.0
# Athena.window:                 hanning
# Athena.plot_multiplier:        1
# Athena.y_offset:               0
# ///
#------------------------
#   e         xmu        bkg        pre_edge        post_edge        der        sec        i0        chie
  9006.4310        2.1230637        2.1542610       0.73013637        2.2242835      -0.27367903E-01   0.29070607E-02    293128.00      -0.20643693E-01
  9006.9110        2.1105596        2.1551214       0.72995313        2.2238158      -0.28868082E-01  -0.24480144E-02    293026.00      -0.29487176E-01
  9007.3910        2.0953504        2.1559636       0.72976989        2.2233482      -0.29717996E-01   0.20452257E-02    292911.00      -0.40108614E-01
  9007.8710        2.0820304        2.1567875       0.72958665        2.2228807      -0.26904665E-01   0.80538403E-02    292789.00      -0.49467881E-01
  9008.4390        2.0671543        2.1577393       0.72936981        2.2223277      -0.21277572E-01   0.12664243E-01    292646.00      -0.59941419E-01
  9008.9200        2.0597102        2.1585258       0.72918619        2.2218595      -0.13619874E-01   0.14481409E-01    292413.00      -0.65387712E-01
  9009.4000        2.0540656        2.1592930       0.72900295        2.2213925      -0.73609377E-02   0.13312671E-01    292327.00      -0.69630493E-01
  9009.8380        2.0529529        2.1599778       0.72883575        2.2209663      -0.13988424E-02   0.14498810E-01    292259.00      -0.70819928E-01
  9010.3170        2.0527828        2.1607101       0.72865289        2.2205004       0.59344711E-02   0.59267281E-02    292147.00      -0.71417025E-01
  9011.4540        2.0625430        2.1623801       0.72821884        2.2193950       0.81787502E-02   0.25854653E-02    292275.00      -0.66063684E-01
  9012.5030        2.0706616        2.1638370       0.72781839        2.2183758       0.11586298E-01   0.37871247E-02    292223.00      -0.61655521E-01
  9013.6400        2.0878706        2.1653272       0.72738434        2.2172716       0.16457405E-01   0.44187602E-02    292245.00      -0.51254120E-01
  9014.7770        2.1080857        2.1667268       0.72695029        2.2161681       0.21634559E-01   0.39580516E-02    292055.00      -0.38803619E-01
  9015.9150        2.1370892        2.1680390       0.72651586        2.2150644       0.25461972E-01   0.11246211E-02    291980.00      -0.20479897E-01
  9017.0960        2.1671320        2.1693092       0.72606501        2.2139196       0.24242555E-01  -0.13137715E-03    291785.00      -0.14406867E-02
  9018.3210        2.1954168        2.1705308       0.72559737        2.2127329       0.25145879E-01   0.76722686E-03    290705.00       0.16467466E-01
  9019.5040        2.2276833        2.1716199       0.72514576        2.2115877       0.26090037E-01  -0.13914656E-02    287471.00       0.37097969E-01
  9020.7740        2.2594157        2.1726929       0.72466094        2.2103590       0.21732614E-01  -0.43887007E-02    285936.00       0.57385733E-01
  9022.0010        2.2819497        2.1736374       0.72419253        2.2091727       0.15131452E-01  -0.69902577E-02    285566.00       0.71671756E-01
  9023.2710        2.2971989        2.1745226       0.72370771        2.2079457       0.42779401E-02  -0.10206834E-01    285518.00       0.81176690E-01
  9024.5860        2.2930081        2.1753429       0.72320571        2.2066760      -0.11253215E-01  -0.10556480E-01    285255.00       0.77860738E-01
  9025.9010        2.2676030        2.1760686       0.72270371        2.2054072      -0.23485601E-01  -0.56496411E-02    284569.00       0.60569576E-01
  9027.2180        2.2311940        2.1767037       0.72220094        2.2041374      -0.26123071E-01  -0.11251979E-02    283901.00       0.36057027E-01
  9028.5780        2.1976715        2.1772666       0.72168177        2.2028271      -0.26497756E-01   0.82398675E-03    284230.00       0.13502234E-01
  9029.9380        2.1591201        2.1777385       0.72116259        2.2015177      -0.23881827E-01   0.35215123E-02    286485.00      -0.12320022E-01
  9031.3430        2.1316382        2.1781342       0.72062623        2.2001661      -0.16760775E-01   0.46512878E-02    286937.00      -0.30767031E-01
  9032.7480        2.1120224        2.1784404       0.72008987        2.1988154      -0.10811708E-01   0.44196921E-02    286719.00      -0.43949806E-01
  9034.1540        2.1012465        2.1786613       0.71955313        2.1974647      -0.43370200E-02   0.45846101E-02    284668.00      -0.51226429E-01
  9035.6040        2.0996358        2.1788033       0.71899959        2.1960729       0.22819387E-02   0.37112529E-02    283467.00      -0.52386258E-01
  9037.0990        2.1079668        2.1788632       0.71842888        2.1946390       0.65926197E-02   0.15927666E-02    287032.00      -0.46913104E-01
  9038.5940        2.1193478        2.1788397       0.71785816        2.1932063       0.70443107E-02  -0.11067625E-02    287420.00      -0.39366662E-01
  9040.0890        2.1290293        2.1787376       0.71728745        2.1917747       0.32834000E-02  -0.30456360E-02    287215.00      -0.32892650E-01
  9041.5850        2.1291684        2.1785613       0.71671635        2.1903433      -0.20651867E-02  -0.18665472E-02    286885.00      -0.32684002E-01
  9043.1260        2.1227574        2.1783073       0.71612808        2.1888700      -0.23853038E-02   0.12926090E-02    286664.00      -0.36758165E-01
  9044.7550        2.1216070        2.1779643       0.71550621        2.1873140       0.20323838E-02   0.32056550E-02    286518.00      -0.37292426E-01
  9046.2970        2.1292021        2.1775745       0.71491755        2.1858423       0.77798283E-02   0.20637944E-02    286222.00      -0.32008760E-01
  9047.8830        2.1459423        2.1771131       0.71431210        2.1843299       0.84879327E-02  -0.13561661E-02    285975.00      -0.20626168E-01
  9049.5140        2.1565077        2.1765804       0.71368946        2.1827759       0.34170420E-02  -0.26264872E-02    285703.00      -0.13282344E-01
  9051.1460        2.1570921        2.1759942       0.71306645        2.1812223      -0.82295043E-04  -0.63918326E-03    285455.00      -0.12507789E-01
  9052.7770        2.1562392        2.1753614       0.71244381        2.1796711       0.13313870E-02   0.18131752E-02    285203.00      -0.12653446E-01
  9054.4540        2.1614963        2.1746682       0.71180362        2.1780776       0.59156886E-02   0.24560531E-02    284900.00      -0.87160080E-02
  9056.1760        2.1763466        2.1739180       0.71114625        2.1764427       0.96795115E-02   0.90840044E-03    284632.00       0.16070661E-02
  9057.8980        2.1948326        2.1731321       0.71048888        2.1748094       0.90442197E-02  -0.95192036E-03    284358.00       0.14359504E-01
  9059.6220        2.2075130        2.1723104       0.70983074        2.1731758       0.63991940E-02  -0.95666336E-03    284104.00       0.23294075E-01
  9061.3460        2.2168970        2.1714545       0.70917260        2.1715436       0.57456445E-02   0.13374045E-03    283827.00       0.30069964E-01
  9063.1140        2.2275768        2.1705420       0.70849767        2.1698714       0.68662157E-02   0.93153130E-03    283581.00       0.37740758E-01
  9064.9280        2.2414918        2.1695700       0.70780518        2.1681574       0.90823896E-02   0.99127031E-03    283199.00       0.47591648E-01
  9066.7420        2.2605277        2.1685628       0.70711269        2.1664451       0.10462544E-01  -0.34105952E-03    282975.00       0.60854507E-01
  9068.5570        2.2794604        2.1675205       0.70641981        2.1647335       0.78446846E-02  -0.24146153E-02    282677.00       0.74072180E-01
  9070.4170        2.2893569        2.1664176       0.70570976        2.1629812       0.15888330E-02  -0.36555431E-02    282291.00       0.81350708E-01
  9072.2770        2.2853708        2.1652804       0.70499970        2.1612307      -0.57539356E-02  -0.42328657E-02    281974.00       0.79465572E-01
  9074.1400        2.2679350        2.1641078       0.70428850        2.1594792      -0.14170126E-01  -0.34920414E-02    281785.00       0.68703950E-01
  9076.0470        2.2319494        2.1628739       0.70356051        2.1576881      -0.18918932E-01  -0.93211078E-03    281404.00       0.45708276E-01
  9077.9980        2.1949458        2.1615773       0.70281572        2.1558577      -0.17766209E-01   0.10957037E-02    280969.00       0.22080417E-01
  9079.9060        2.1633896        2.1602768       0.70208734        2.1540695      -0.14690611E-01   0.14601336E-02    280759.00       0.20597970E-02
  9081.9040        2.1375643        2.1588817       0.70132460        2.1521989      -0.12062928E-01   0.17002186E-02    280435.00      -0.14106086E-01
  9083.8590        2.1157049        2.1574849       0.70057828        2.1503706      -0.79696467E-02   0.20256291E-02    280145.00      -0.27646422E-01
  9085.8590        2.1060443        2.1560244       0.69981478        2.1485022      -0.40515643E-02   0.39484523E-03    279826.00      -0.33072567E-01
  9087.9040        2.0993163        2.1544995       0.69903411        2.1465940      -0.63724978E-02  -0.19786681E-02    279492.00      -0.36515503E-01
  9089.9060        2.0802548        2.1529768       0.69826985        2.1447279      -0.12059234E-01  -0.18736673E-02    279235.00      -0.48121191E-01
  9091.9980        2.0499458        2.1513555       0.69747123        2.1427802      -0.14043292E-01   0.39111936E-03    278837.00      -0.67104235E-01
  9094.0460        2.0221156        2.1497396       0.69668940        2.1408756      -0.10440000E-01   0.26422425E-02    278504.00      -0.84450647E-01
  9096.1400        2.0067033        2.1480595       0.69589002        2.1389304      -0.30991233E-02   0.34623219E-02    278135.00      -0.93537398E-01
  9098.2790        2.0089970        2.1463154       0.69507346        2.1369458       0.42160088E-02   0.28141999E-02    277454.00      -0.90865591E-01
  9100.3740        2.0245539        2.1445814       0.69427369        2.1350043       0.88161990E-02   0.18339399E-02    277215.00      -0.79423936E-01
  9102.5610        2.0467480        2.1427454       0.69343881        2.1329799       0.12068939E-01   0.97328329E-03    276886.00      -0.63522906E-01
  9104.7020        2.0767883        2.1409239       0.69262148        2.1310005       0.13028569E-01  -0.23265091E-03    276649.00      -0.42439498E-01
  9106.8910        2.1031617        2.1390385       0.69178583        2.1289792       0.11061561E-01  -0.12439859E-02    276268.00      -0.23740211E-01
  9109.1240        2.1257025        2.1370926       0.69093339        2.1269198       0.75276635E-02  -0.19389782E-02    275863.00      -0.75370012E-02
  9111.3590        2.1367953        2.1351238       0.69008018        2.1248611       0.23982061E-02  -0.21171091E-02    275314.00       0.11060096E-02
  9113.5950        2.1364249        2.1331346       0.68922659        2.1228040      -0.19379311E-02  -0.11700789E-02    274128.00       0.21771919E-02
  9115.8770        2.1280397        2.1310861       0.68835543        2.1207073      -0.28882101E-02   0.62545895E-03    268698.00      -0.20158489E-02
  9118.1590        2.1232431        2.1290206       0.68748428        2.1186132       0.91666357E-03   0.27761281E-02    275060.00      -0.38230991E-02
  9120.4440        2.1322261        2.1269373       0.68661199        2.1165191       0.97903667E-02   0.40432759E-02    275636.00       0.34996620E-02
  9122.7730        2.1684158        2.1248000       0.68572289        2.1143874       0.19572338E-01   0.25400195E-02    275047.00       0.28861195E-01
  9125.1050        2.2234528        2.1226479       0.68483265        2.1122558       0.21629398E-01  -0.11063524E-02    274653.00       0.66704027E-01
  9127.5270        2.2712420        2.1204018       0.68390806        2.1100448       0.14312739E-01  -0.38547602E-02    274345.00       0.99813093E-01
  9129.8610        2.2915241        2.1182289       0.68301705        2.1079171       0.32961581E-02  -0.39632185E-02    273953.00       0.11467198
  9132.2410        2.2867801        2.1160064       0.68210849        2.1057503      -0.43698729E-02  -0.22182666E-02    273562.00       0.11300340
  9134.6680        2.2705182        2.1137351       0.68118198        2.1035437      -0.73670494E-02  -0.97444718E-03    273149.00       0.10374558
  9137.0960        2.2510131        2.1114601       0.68025510        2.1013392      -0.91008140E-02  -0.97293689E-03    272612.00       0.92344195E-01
  9139.5690        2.2259151        2.1091421       0.67931103        2.0990970      -0.12135413E-01  -0.16621824E-02    271366.00       0.77270334E-01
  9142.0450        2.1909549        2.1068228       0.67836582        2.0968552      -0.17326955E-01  -0.16948082E-02    265209.00       0.55671414E-01
  9144.5210        2.1401120        2.1045071       0.67742061        2.0946166      -0.20528103E-01  -0.80345670E-03    250906.00       0.23560245E-01
  9147.0450        2.0883144        2.1021527       0.67645707        2.0923378      -0.21344238E-01  -0.28267729E-03    270445.00      -0.91570054E-02
  9149.5690        2.0323663        2.0998067       0.67549354        2.0900623      -0.21955058E-01   0.44901499E-03    271551.00      -0.44626305E-01
  9152.1400        1.9764534        2.0974282       0.67451206        2.0877478      -0.19056507E-01   0.18577535E-02    271363.00      -0.80050819E-01
  9154.7130        1.9343396        2.0950607       0.67352982        2.0854349      -0.12398774E-01   0.31012520E-02    271015.00      -0.10635145
  9157.2860        1.9126493        2.0927057       0.67254758        2.0831254      -0.30974637E-02   0.38329963E-02    270637.00      -0.11914592
  9159.9070        1.9182514        2.0903192       0.67154701        2.0807763       0.75098087E-02   0.34895834E-02    270353.00      -0.11385972
  9162.5290        1.9520232        2.0879438       0.67054607        2.0784299       0.15198422E-01   0.20639601E-02    269920.00      -0.89940592E-01
  9165.1530        1.9979823        2.0855781       0.66954436        2.0760852       0.18337343E-01   0.27772026E-03    269592.00      -0.57963411E-01
  9167.8230        2.0491011        2.0831824       0.66852509        2.0737030       0.16668673E-01  -0.12983726E-02    269141.00      -0.22552101E-01
  9170.5420        2.0878098        2.0807540       0.66748711        2.0712809       0.11340413E-01  -0.20745956E-02    268800.00       0.46689139E-02
  9173.2150        2.1102486        2.0783773       0.66646669        2.0689035       0.54824536E-02  -0.21756897E-02    268382.00       0.21089725E-01
  9175.9360        2.1173821        2.0759681       0.66542795        2.0664871      -0.39525688E-03  -0.17863628E-02    268118.00       0.27404300E-01
  9178.7030        2.1080794        2.0735282       0.66437165        2.0640338      -0.43211056E-02  -0.76137523E-03    267784.00       0.22863076E-01
  9181.4740        2.0934519        2.0710943       0.66331383        2.0615809      -0.46117529E-02   0.25140688E-03    267311.00       0.14794327E-01
  9184.2440        2.0825257        2.0686703       0.66225638        2.0591329      -0.29280601E-02   0.46041950E-03    266934.00       0.91683194E-02
  9187.0180        2.0772187        2.0662513       0.66119741        2.0566852      -0.20591872E-02  -0.14105889E-03    266479.00       0.72573145E-02
  9189.8370        2.0710087        2.0638010       0.66012126        2.0542019      -0.37170025E-02  -0.47602901E-03    266162.00       0.47694017E-02
  9192.7050        2.0560801        2.0613159       0.65902640        2.0516797      -0.47663641E-02   0.53995801E-03    265649.00      -0.34646212E-02
  9195.5280        2.0438833        2.0588768       0.65794872        2.0492011      -0.64410143E-03   0.20357848E-02    265208.00      -0.99214304E-02
  9198.4900        2.0523540        2.0563244       0.65681798        2.0466049       0.70106509E-02   0.23564057E-02    264661.00      -0.26272847E-02
  9201.3180        2.0844750        2.0538933       0.65573839        2.0441304       0.12999488E-01   0.86212632E-03    263306.00       0.20236319E-01
  9204.2840        2.1276730        2.0513491       0.65460613        2.0415395       0.12005811E-01  -0.12882792E-02    259818.00       0.50504653E-01
  9207.1610        2.1546249        2.0488859       0.65350783        2.0390307       0.54720724E-02  -0.20471109E-02    265303.00       0.69969053E-01
  9210.1310        2.1596682        2.0463472       0.65237404        2.0364453       0.36353357E-04  -0.14502352E-02    264564.00       0.74986146E-01
  9213.1030        2.1548409        2.0438104       0.65123948        2.0338627      -0.31452251E-02  -0.11034247E-02    264282.00       0.73470515E-01
  9216.0770        2.1409667        2.0412747       0.65010416        2.0312829      -0.65246101E-02  -0.12476420E-02    263848.00       0.65967654E-01
  9219.0990        2.1157194        2.0387002       0.64895051        2.0286661      -0.10626086E-01  -0.11523958E-02    263475.00       0.50964671E-01
  9222.1220        2.0767320        2.0361264       0.64779648        2.0260531      -0.13490842E-01  -0.50906341E-03    263158.00       0.26869329E-01
  9225.1930        2.0335062        2.0335124       0.64662413        2.0234035      -0.13728319E-01   0.31271307E-03    262707.00      -0.41269062E-05
  9228.2680        1.9923578        2.0308950       0.64545025        2.0207552      -0.11568908E-01   0.95890420E-03    262441.00      -0.25500627E-01
  9231.2970        1.9628896        2.0283159       0.64429393        2.0181514      -0.78751675E-02   0.11891947E-02    261997.00      -0.43293558E-01
  9234.4670        1.9435396        2.0256151       0.64308379        2.0154313      -0.41970900E-02   0.12518102E-02    261655.00      -0.54310543E-01
  9237.5470        1.9366577        2.0229886       0.64190800        2.0127935      -0.51353769E-04   0.11333717E-02    260991.00      -0.57126341E-01
  9240.7210        1.9432184        2.0202785       0.64069633        2.0100802       0.28910165E-02   0.41561416E-03    259337.00      -0.50991744E-01
  9243.8970        1.9550157        2.0175625       0.63948389        2.0073705       0.25877961E-02  -0.32026410E-03    260585.00      -0.41388090E-01
  9247.0750        1.9596613        2.0148396       0.63827069        2.0046642       0.85605842E-03  -0.31390284E-03    260159.00      -0.36512269E-01
  9250.2570        1.9604602        2.0121073       0.63705597        2.0019597       0.59137411E-03  -0.86518951E-05    258087.00      -0.34175600E-01
  9253.4390        1.9634248        2.0093681       0.63584124        1.9992604       0.80099776E-03   0.67327933E-04    257514.00      -0.30401349E-01
  9256.6720        1.9655986        2.0065771       0.63460704        1.9965232       0.10232828E-02   0.21128687E-03    259131.00      -0.27116042E-01
  9259.9510        1.9700884        2.0037373       0.63335529        1.9937525       0.21768979E-02   0.36747402E-03    258662.00      -0.22265937E-01
  9263.2330        1.9798813        2.0008847       0.63210239        1.9909849       0.34342798E-02   0.17942674E-03    258289.00      -0.13898310E-01
  9266.5190        1.9926448        1.9980176       0.63084796        1.9882194       0.33553727E-02  -0.17512189E-03    257866.00      -0.35553051E-02
  9269.8060        2.0019361        1.9951376       0.62959315        1.9854586       0.22832036E-02  -0.30942762E-03    257445.00       0.44986835E-02
  9273.1420        2.0077664        1.9922013       0.62831963        1.9826624       0.13060336E-02  -0.25719457E-03    256977.00       0.10299667E-01
  9276.5260        2.0107127        1.9892080       0.62702779        1.9798317       0.55485613E-03  -0.12555592E-03    256600.00       0.14229928E-01
  9279.8670        2.0114978        1.9862372       0.62575237        1.9770429       0.46167003E-03   0.57629794E-04    256084.00       0.16715304E-01
  9283.2570        2.0138202        1.9832060       0.62445824        1.9742189       0.94276227E-03   0.11337886E-03    255668.00       0.20257826E-01
  9286.6960        2.0179360        1.9801126       0.62314540        1.9713602       0.12359343E-02   0.54788226E-04    255090.00       0.25028271E-01
  9290.0910        2.0222665        1.9770399       0.62184936        1.9685441       0.13171850E-02  -0.12511521E-03    254618.00       0.29927101E-01
  9293.5350        2.0269442        1.9739046       0.62053462        1.9656933       0.38027131E-03  -0.52824256E-03    253489.00       0.35097031E-01
  9297.0280        2.0249045        1.9707070       0.61920117        1.9628083      -0.23472336E-02  -0.74551229E-03    254230.00       0.35863252E-01
  9300.4780        2.0106473        1.9675323       0.61788413        1.9599649      -0.47958205E-02  -0.45268483E-03    253708.00       0.28529847E-01
  9304.0220        1.9913625        1.9642552       0.61653122        1.9570504      -0.55133113E-02  -0.14035114E-03    253382.00       0.17937302E-01
  9307.5240        1.9718006        1.9610023       0.61519433        1.9541768      -0.57847346E-02   0.20003299E-04    252992.00       0.71453856E-02
  9311.0740        1.9505686        1.9576910       0.61383912        1.9512702      -0.53722480E-02   0.30173202E-03    252389.00      -0.47130070E-02
  9314.6280        1.9336361        1.9543633       0.61248238        1.9483668      -0.36412304E-02   0.58888037E-03    249804.00      -0.13715482E-01
  9318.2300        1.9245119        1.9509789       0.61110732        1.9454309      -0.11582201E-02   0.59800803E-03    247494.00      -0.17513579E-01
  9321.7900        1.9253409        1.9476235       0.60974829        1.9425358       0.64170313E-03   0.20090494E-03    248241.00      -0.14744719E-01
  9325.4460        1.9291425        1.9441681       0.60835262        1.9395693       0.29150990E-03  -0.32490995E-03    250694.00      -0.99427002E-02
  9329.0580        1.9274596        1.9407460       0.60697374        1.9366454      -0.17197424E-02  -0.57296368E-03    250513.00      -0.87918034E-02
  9332.7190        1.9166348        1.9372704       0.60557616        1.9336886      -0.38756550E-02  -0.42076259E-03    250100.00      -0.13654881E-01
  9336.3840        1.8990666        1.9337850       0.60417704        1.9307355      -0.48022492E-02   0.16233662E-03    249739.00      -0.22973703E-01
  9340.0980        1.8811990        1.9302484       0.60275923        1.9277499      -0.26777731E-02   0.74648636E-03    249391.00      -0.32456699E-01
  9343.8620        1.8790422        1.9266606       0.60132232        1.9247314       0.77997581E-03   0.57301204E-03    248965.00      -0.31509818E-01
  9347.5360        1.8870004        1.9231567       0.59991978        1.9217921       0.15842905E-02  -0.21440303E-04    248486.00      -0.23925092E-01
  9351.3070        1.8908372        1.9195594       0.59848020        1.9187824       0.62035275E-03  -0.11270103E-03    247308.00      -0.19005890E-01
  9355.0800        1.8916804        1.9159609       0.59703986        1.9157784       0.73407391E-03   0.69449746E-04    247994.00      -0.16066802E-01
  9358.8570        1.8963795        1.9123607       0.59559799        1.9127786       0.11446983E-02   0.22219998E-04    247490.00      -0.10575002E-01
  9362.6370        1.9003309        1.9087611       0.59415498        1.9097837       0.90199043E-03  -0.49731514E-04    247266.00      -0.55784029E-02
  9366.5150        1.9032869        1.9050732       0.59267456        1.9067189       0.76385440E-03  -0.18025516E-04    246965.00      -0.11820223E-02
  9370.3960        1.9062576        1.9013892       0.59119299        1.9036594       0.76213045E-03  -0.12328338E-04    246482.00       0.32214902E-02
  9374.1860        1.9091332        1.8977995       0.58974616        1.9006791       0.66928372E-03  -0.34646495E-04    246119.00       0.74997171E-02
  9378.0730        1.9113957        1.8941275       0.58826230        1.8976302       0.49614930E-03  -0.47936744E-04    245750.00       0.11426632E-01
  9382.0120        1.9130161        1.8904178       0.58675859        1.8945485       0.29413076E-03  -0.56816391E-04    245417.00       0.14953585E-01
  9385.9060        1.9136996        1.8867635       0.58527206        1.8915098       0.51106516E-04  -0.50005184E-04    245029.00       0.17823992E-01
  9389.8510        1.9134167        1.8830761       0.58376606        1.8884392      -0.97859878E-04  -0.53057897E-04    244587.00       0.20076845E-01
  9393.8000        1.9129271        1.8794013       0.58225853        1.8853736      -0.36773253E-03  -0.13007099E-03    244237.00       0.22184528E-01
  9397.7990        1.9104940        1.8756983       0.58073191        1.8822773      -0.11316641E-02  -0.22753434E-03    243684.00       0.23024775E-01
  9401.8020        1.9038715        1.8720119       0.57920377        1.8791862      -0.21884623E-02  -0.26154301E-03    243183.00       0.21081980E-01
  9405.8090        1.8929644        1.8683437       0.57767410        1.8761002      -0.32266236E-02  -0.20563479E-03    242862.00       0.16291877E-01
  9409.8650        1.8778553        1.8646547       0.57612573        1.8729849      -0.38464956E-02  -0.18680590E-04    242261.00       0.87350265E-02
  9413.9270        1.8617385        1.8609862       0.57457506        1.8698734      -0.33782727E-02   0.22111297E-03    241882.00       0.49784750E-03
  9417.9920        1.8504001        1.8573428       0.57302325        1.8667682      -0.20495105E-02   0.31821427E-03    241439.00      -0.45941080E-02
  9422.0610        1.8450678        1.8537254       0.57146991        1.8636684      -0.78991782E-03   0.25427529E-03    241060.00      -0.57288386E-02
  9426.1810        1.8439314        1.8500947       0.56989710        1.8605385       0.32749884E-04   0.13307240E-03    240546.00      -0.40783028E-02
  9430.3040        1.8453378        1.8464953       0.56832315        1.8574150       0.30699794E-03  -0.18568391E-04    239935.00      -0.76593631E-03
  9434.4790        1.8464789        1.8428871       0.56672935        1.8542610      -0.12133062E-03  -0.12893797E-03    239271.00       0.23767341E-02
  9438.6580        1.8443242        1.8393142       0.56513402        1.8511130      -0.77014990E-03  -0.17449188E-03    238756.00       0.33151853E-02
  9442.8420        1.8400381        1.8357778       0.56353678        1.8479702      -0.15806062E-02  -0.18905010E-03    238056.00       0.28191383E-02
  9447.0280        1.8310945        1.8322824       0.56193878        1.8448349      -0.23524992E-02  -0.72734148E-04    237559.00      -0.78600746E-03
  9451.2680        1.8202160        1.8287874       0.56032016        1.8416683      -0.21934642E-02   0.14490903E-03    237316.00      -0.56718215E-02
  9455.5100        1.8124896        1.8253386       0.55870078        1.8385095      -0.11233808E-02   0.21095569E-03    236929.00      -0.85023680E-02
  9459.8050        1.8106257        1.8218974       0.55706117        1.8353207      -0.39253546E-03   0.52799664E-04    236659.00      -0.74586936E-02
  9464.0560        1.8091349        1.8185434       0.55543835        1.8321739      -0.67215487E-03  -0.70451844E-04    236221.00      -0.62256941E-02
  9468.3580        1.8048767        1.8152009       0.55379606        1.8289988      -0.99511009E-03   0.28426287E-05    235965.00      -0.68316669E-02
  9472.7140        1.8005193        1.8118683       0.55213316        1.8257935      -0.64754339E-03   0.99462692E-04    235623.00      -0.75098395E-02
  9477.0240        1.7992651        1.8086211       0.55048783        1.8226317      -0.13316640E-03   0.11525570E-03    235104.00      -0.61909821E-02
  9481.3880        1.7993642        1.8053826       0.54882187        1.8194400       0.35218455E-03   0.92235660E-04    234692.00      -0.39824804E-02
  9485.8040        1.8023573        1.8021550       0.54713607        1.8162203       0.67666270E-03   0.44997082E-04    234304.00       0.13387834E-03
  9490.1750        1.8053100        1.7990078       0.54546744        1.8130432       0.74757391E-03   0.13281293E-04    233744.00       0.41702724E-02
  9494.6000        1.8089329        1.7958687       0.54377820        1.8098369       0.79348496E-03   0.44794320E-05    233396.00       0.86448113E-02
  9499.0280        1.8123348        1.7927733       0.54208781        1.8066385       0.78723032E-03  -0.30698029E-04    232948.00       0.12944072E-01
  9503.5590        1.8159857        1.7896521       0.54035811        1.8033761       0.51846132E-03  -0.10705847E-03    232503.00       0.17425341E-01
  9507.9950        1.8169838        1.7866402       0.53866467        1.8001924      -0.17276298E-03  -0.17889056E-03    232046.00       0.20078826E-01
  9512.4850        1.8144437        1.7836343       0.53695061        1.7969802      -0.10783158E-02  -0.20504589E-03    231666.00       0.20387013E-01
  9517.0290        1.8072423        1.7806346       0.53521594        1.7937400      -0.20251475E-02  -0.20386383E-03    231131.00       0.17606690E-01
  9521.5280        1.7961303        1.7777052       0.53349845        1.7905423      -0.29218565E-02  -0.10121329E-03    230668.00       0.12192132E-01
  9526.0800        1.7807966        1.7747809       0.53176073        1.7873175      -0.29412290E-02   0.10311434E-03    230060.00       0.39806759E-02
  9530.6370        1.7693386        1.7718918       0.53002110        1.7840998      -0.19825879E-02   0.18734720E-03    229557.00      -0.16894788E-02
  9535.2480        1.7626202        1.7690061       0.52826085        1.7808549      -0.12236299E-02   0.12270607E-03    228964.00      -0.42256446E-02
  9539.8620        1.7580506        1.7661549       0.52649946        1.7776188      -0.85062443E-03   0.58821795E-04    228361.00      -0.53627497E-02
  9544.4810        1.7547664        1.7633356       0.52473616        1.7743902      -0.68052822E-03   0.34837789E-04    227884.00      -0.56703747E-02
  9549.1550        1.7517265        1.7605167       0.52295187        1.7711343      -0.52687686E-03   0.29104591E-04    227469.00      -0.58166290E-02
  9553.8330        1.7498390        1.7577281       0.52116604        1.7678869      -0.40834209E-03  -0.27086634E-05    226925.00      -0.52202774E-02
  9558.4660        1.7479244        1.7549969       0.51939740        1.7646818      -0.55209723E-03  -0.37737260E-04    226244.00      -0.46799634E-02
  9563.1530        1.7446935        1.7522633       0.51760814        1.7614506      -0.76005335E-03  -0.24751160E-04    225062.00      -0.50090540E-02
  9567.9430        1.7407214        1.7494986       0.51577956        1.7581600      -0.78666397E-03   0.25773807E-05    225350.00      -0.58080206E-02
  9572.6410        1.7372296        1.7468138       0.51398610        1.7549441      -0.73559916E-03  -0.17433145E-04    224752.00      -0.63419677E-02
  9577.4410        1.7337346        1.7440963       0.51215371        1.7516701      -0.95224398E-03  -0.49346306E-04    224200.00      -0.68564868E-02
  9582.2460        1.7280833        1.7414004       0.51031940        1.7484046      -0.12095704E-02   0.52291288E-05    223173.00      -0.88121004E-02
  9586.9580        1.7222232        1.7387786       0.50852060        1.7452138      -0.90247837E-03   0.71070087E-04    220022.00      -0.10954951E-01
  9591.8230        1.7194403        1.7360927       0.50666339        1.7419314      -0.52893221E-03   0.53655062E-04    220538.00      -0.11019131E-01
  9596.6430        1.7171005        1.7334510       0.50482336        1.7386913      -0.38282909E-03   0.36579595E-04    220301.00      -0.10819391E-01
